,artist_name,track_name,album_name,release_date,artist_popularity,track_popularity,artist_genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Hit,Dance_miss,Energy_miss,Valence_miss,all_popular
52,George Ezra,Green Green Grass,Gold Rush Kid,2022-06-10,75,74,"['folk-pop', 'neo-singer-songwriter', 'pop']",0.685,0.738,8,-4.413,1,0.0595,0.0695,0.0,0.128,0.8,112.972,audio_features,4N5s8lPTsjI9EGP7K4SXzB,spotify:track:4N5s8lPTsjI9EGP7K4SXzB,https://api.spotify.com/v1/tracks/4N5s8lPTsjI9EGP7K4SXzB,https://api.spotify.com/v1/audio-analysis/4N5s8lPTsjI9EGP7K4SXzB,167614,4,0,1,1,0,all_popular
53,Nathan Dawe,21 Reasons (feat. Ella Henderson),21 Reasons (feat. Ella Henderson),2022-04-29,68,85,"['dance pop', 'house', 'pop dance', 'tropical house', 'uk dance', 'uk pop']",0.621,0.785,6,-4.499,1,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,audio_features,1RF02Cf80mTaeNXG2P2boR,spotify:track:1RF02Cf80mTaeNXG2P2boR,https://api.spotify.com/v1/tracks/1RF02Cf80mTaeNXG2P2boR,https://api.spotify.com/v1/audio-analysis/1RF02Cf80mTaeNXG2P2boR,155253,4,0,1,1,1,all_popular
54,Tiësto,Hot In It,Hot In It,2022-06-30,82,83,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,audio_features,3Z7CaxQkqbIs1rewKi6v4W,spotify:track:3Z7CaxQkqbIs1rewKi6v4W,https://api.spotify.com/v1/tracks/3Z7CaxQkqbIs1rewKi6v4W,https://api.spotify.com/v1/audio-analysis/3Z7CaxQkqbIs1rewKi6v4W,129817,4,0,0,0,1,all_popular
55,Imagine Dragons,Sharks,Sharks,2022-06-24,87,81,"['modern rock', 'rock']",0.927,0.642,10,-4.466,0,0.0657,0.00791,3.62e-05,0.279,0.901,123.969,audio_features,0TyUOnU4H4GLqOcrH0auc8,spotify:track:0TyUOnU4H4GLqOcrH0auc8,https://api.spotify.com/v1/tracks/0TyUOnU4H4GLqOcrH0auc8,https://api.spotify.com/v1/audio-analysis/0TyUOnU4H4GLqOcrH0auc8,190883,4,0,0,1,0,all_popular
56,David Guetta,Crazy What Love Can Do,Crazy What Love Can Do,2022-04-08,86,87,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,audio_features,1WCEAGGRD066z2Q89ObXTq,spotify:track:1WCEAGGRD066z2Q89ObXTq,https://api.spotify.com/v1/tracks/1WCEAGGRD066z2Q89ObXTq,https://api.spotify.com/v1/audio-analysis/1WCEAGGRD066z2Q89ObXTq,169756,4,0,1,1,1,all_popular
57,Imanbek,Belly Dancer,Belly Dancer,2022-02-18,76,88,"['dance pop', 'edm', 'electro house', 'pop dance', 'slap house', 'tropical house']",0.845,0.797,1,-4.984,1,0.139,0.0582,5.57e-06,0.167,0.422,121.985,audio_features,7fZBQnc0zXwVybgCIrQQil,spotify:track:7fZBQnc0zXwVybgCIrQQil,https://api.spotify.com/v1/tracks/7fZBQnc0zXwVybgCIrQQil,https://api.spotify.com/v1/audio-analysis/7fZBQnc0zXwVybgCIrQQil,151475,4,0,0,0,1,all_popular
58,Ed Sheeran,One Life,= (Tour Edition),2022-05-27,90,70,"['pop', 'uk pop']",0.573,0.593,6,-7.225,1,0.0299,0.114,2.65e-06,0.122,0.425,159.978,audio_features,5DXKvETa1xppOmd4CDxs9S,spotify:track:5DXKvETa1xppOmd4CDxs9S,https://api.spotify.com/v1/tracks/5DXKvETa1xppOmd4CDxs9S,https://api.spotify.com/v1/audio-analysis/5DXKvETa1xppOmd4CDxs9S,231547,4,0,1,1,1,all_popular
59,Calvin Harris,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",2022-07-15,85,84,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",0.81,0.733,9,-6.338,1,0.0444,0.276,6.73e-06,0.288,0.9,125.975,audio_features,5lfWrciYtohtIMVDVZd0Rf,spotify:track:5lfWrciYtohtIMVDVZd0Rf,https://api.spotify.com/v1/tracks/5lfWrciYtohtIMVDVZd0Rf,https://api.spotify.com/v1/audio-analysis/5lfWrciYtohtIMVDVZd0Rf,229283,4,0,0,1,0,all_popular
60,Rosa Linn,SNAP,SNAP,2022-03-19,72,89,[],0.563,0.639,0,-8.205,1,0.0684,0.107,1.06e-05,0.446,0.518,169.985,audio_features,0QPRDC97rIQB3Jh3hrVJoH,spotify:track:0QPRDC97rIQB3Jh3hrVJoH,https://api.spotify.com/v1/tracks/0QPRDC97rIQB3Jh3hrVJoH,https://api.spotify.com/v1/audio-analysis/0QPRDC97rIQB3Jh3hrVJoH,179551,4,0,1,1,1,all_popular
61,Alesso,Words (feat. Zara Larsson),Words (feat. Zara Larsson),2022-04-22,76,84,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",0.739,0.586,10,-5.079,0,0.0472,0.0245,0.000252,0.308,0.444,124.026,audio_features,1bgKMxPQU7JIZEhNsM1vFs,spotify:track:1bgKMxPQU7JIZEhNsM1vFs,https://api.spotify.com/v1/tracks/1bgKMxPQU7JIZEhNsM1vFs,https://api.spotify.com/v1/audio-analysis/1bgKMxPQU7JIZEhNsM1vFs,142677,4,0,0,1,1,all_popular
62,Harry Styles,Late Night Talking,Harry's House,2022-05-20,92,93,['pop'],0.714,0.728,10,-4.595,1,0.0468,0.298,0.0,0.106,0.901,114.996,audio_features,1qEmFfgcLObUfQm0j1W2CK,spotify:track:1qEmFfgcLObUfQm0j1W2CK,https://api.spotify.com/v1/tracks/1qEmFfgcLObUfQm0j1W2CK,https://api.spotify.com/v1/audio-analysis/1qEmFfgcLObUfQm0j1W2CK,177955,4,0,0,1,0,all_popular
63,Purple Disco Machine,In The Dark,Exotica (Deluxe),2022-03-04,73,76,"['deep house', 'house', 'tropical house']",0.691,0.763,6,-5.628,0,0.0464,0.0405,3.67e-05,0.0783,0.771,115.936,audio_features,75UUG6x5zQe0gCVOiQpa6X,spotify:track:75UUG6x5zQe0gCVOiQpa6X,https://api.spotify.com/v1/tracks/75UUG6x5zQe0gCVOiQpa6X,https://api.spotify.com/v1/audio-analysis/75UUG6x5zQe0gCVOiQpa6X,185844,4,0,1,1,1,all_popular
64,Post Malone,I Like You (A Happier Song) (with Doja Cat),Twelve Carat Toothache,2022-06-03,89,92,"['dfw rap', 'melodic rap', 'rap']",0.733,0.67,5,-6.009,1,0.0751,0.121,0.0,0.121,0.472,100.964,audio_features,0O6u0VJ46W86TxN9wgyqDj,spotify:track:0O6u0VJ46W86TxN9wgyqDj,https://api.spotify.com/v1/tracks/0O6u0VJ46W86TxN9wgyqDj,https://api.spotify.com/v1/audio-analysis/0O6u0VJ46W86TxN9wgyqDj,192841,4,0,0,1,1,all_popular
65,LF SYSTEM,Afraid To Feel,Afraid To Feel,2022-05-02,67,86,[],0.578,0.912,1,-3.929,1,0.114,0.0166,0.00362,0.273,0.68,127.87,audio_features,40SBS57su9xLiE1WqkXOVr,spotify:track:40SBS57su9xLiE1WqkXOVr,https://api.spotify.com/v1/tracks/40SBS57su9xLiE1WqkXOVr,https://api.spotify.com/v1/audio-analysis/40SBS57su9xLiE1WqkXOVr,177525,4,0,1,0,1,all_popular
66,Burna Boy,For My Hand (feat. Ed Sheeran),"Love, Damini",2022-07-07,81,81,"['afro dancehall', 'dancehall', 'nigerian hip hop', 'nigerian pop']",0.87,0.479,9,-7.779,1,0.165,0.161,0.000157,0.209,0.717,104.059,audio_features,0HaRLPnr887lcQM2YQzkff,spotify:track:0HaRLPnr887lcQM2YQzkff,https://api.spotify.com/v1/tracks/0HaRLPnr887lcQM2YQzkff,https://api.spotify.com/v1/audio-analysis/0HaRLPnr887lcQM2YQzkff,159124,4,0,0,1,1,all_popular
67,Beyoncé,BREAK MY SOUL,BREAK MY SOUL,2022-06-21,88,90,"['dance pop', 'pop', 'r&b']",0.687,0.887,1,-5.04,0,0.0826,0.0575,2.21e-06,0.27,0.853,114.941,audio_features,2KukL7UlQ8TdvpaA7bY3ZJ,spotify:track:2KukL7UlQ8TdvpaA7bY3ZJ,https://api.spotify.com/v1/tracks/2KukL7UlQ8TdvpaA7bY3ZJ,https://api.spotify.com/v1/audio-analysis/2KukL7UlQ8TdvpaA7bY3ZJ,278282,4,0,1,0,0,all_popular
68,KSI,Not Over Yet (feat. Tom Grennan),Not Over Yet (feat. Tom Grennan),2022-08-05,68,71,['uk hip hop'],0.501,0.775,9,-2.993,1,0.052,0.542,0.0,0.394,0.557,174.009,audio_features,3t2Hx5FPih5lKaxJFd6bRE,spotify:track:3t2Hx5FPih5lKaxJFd6bRE,https://api.spotify.com/v1/tracks/3t2Hx5FPih5lKaxJFd6bRE,https://api.spotify.com/v1/audio-analysis/3t2Hx5FPih5lKaxJFd6bRE,155692,4,0,1,1,1,all_popular
69,Kygo,Lost Without You (with Dean Lewis),Lost Without You (with Dean Lewis),2022-07-08,80,76,"['edm', 'pop', 'pop dance', 'tropical house']",0.621,0.575,11,-6.243,1,0.0564,0.265,0.0,0.0932,0.343,117.887,audio_features,1eGW1YBT17a5G1hKPWrpW7,spotify:track:1eGW1YBT17a5G1hKPWrpW7,https://api.spotify.com/v1/tracks/1eGW1YBT17a5G1hKPWrpW7,https://api.spotify.com/v1/audio-analysis/1eGW1YBT17a5G1hKPWrpW7,203610,4,0,1,1,1,all_popular
70,INNA,UP,UP,2021-12-17,68,73,"['dance pop', 'romanian house', 'romanian pop']",0.812,0.712,0,-5.993,0,0.0452,0.01,0.0,0.108,0.85,98.029,audio_features,2ykXJ9QVwx9Li8nsW0h6b2,spotify:track:2ykXJ9QVwx9Li8nsW0h6b2,https://api.spotify.com/v1/tracks/2ykXJ9QVwx9Li8nsW0h6b2,https://api.spotify.com/v1/audio-analysis/2ykXJ9QVwx9Li8nsW0h6b2,148944,4,0,0,1,0,all_popular
71,Robin Schulz,Sun Will Shine,Sun Will Shine,2022-07-29,77,69,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']",0.534,0.714,6,-6.347,0,0.0629,0.00633,0.0,0.0879,0.415,125.99,audio_features,6bp0sJ0l3Ab3ZU0aktsYCf,spotify:track:6bp0sJ0l3Ab3ZU0aktsYCf,https://api.spotify.com/v1/tracks/6bp0sJ0l3Ab3ZU0aktsYCf,https://api.spotify.com/v1/audio-analysis/6bp0sJ0l3Ab3ZU0aktsYCf,201701,4,0,1,1,1,all_popular
72,Calvin Harris,Obsessed (with Charlie Puth & Shenseea),Funk Wav Bounces Vol. 2,2022-08-05,85,72,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",0.733,0.74,1,-6.343,0,0.0333,0.246,3.3e-05,0.299,0.903,99.993,audio_features,0b5CzUhyShYuDdtW5J4wm2,spotify:track:0b5CzUhyShYuDdtW5J4wm2,https://api.spotify.com/v1/tracks/0b5CzUhyShYuDdtW5J4wm2,https://api.spotify.com/v1/audio-analysis/0b5CzUhyShYuDdtW5J4wm2,226497,4,0,0,1,0,all_popular
73,Black Eyed Peas,DON'T YOU WORRY,DON'T YOU WORRY,2022-06-17,80,83,"['dance pop', 'pop', 'pop rap']",0.816,0.875,11,-4.821,1,0.0311,0.203,0.0,0.209,0.491,131.958,audio_features,0gYXw7aPoybWFfB7btQ0eM,spotify:track:0gYXw7aPoybWFfB7btQ0eM,https://api.spotify.com/v1/tracks/0gYXw7aPoybWFfB7btQ0eM,https://api.spotify.com/v1/audio-analysis/0gYXw7aPoybWFfB7btQ0eM,196364,4,0,0,0,1,all_popular
74,benny blanco,Bad Decisions (with BTS & Snoop Dogg),Bad Decisions (with BTS & Snoop Dogg),2022-08-05,73,83,"['electropop', 'pop', 'pop rap']",0.762,0.861,0,-3.296,1,0.0955,0.0185,0.0,0.264,0.955,120.048,audio_features,0xzI1KAr0Yd9tv8jlIk3sn,spotify:track:0xzI1KAr0Yd9tv8jlIk3sn,https://api.spotify.com/v1/tracks/0xzI1KAr0Yd9tv8jlIk3sn,https://api.spotify.com/v1/audio-analysis/0xzI1KAr0Yd9tv8jlIk3sn,172714,4,1,0,0,0,all_popular
75,Dua Lipa,Love Again,Future Nostalgia (The Moonlight Edition),2021-02-11,89,75,"['dance pop', 'pop', 'uk pop']",0.659,0.667,11,-4.668,0,0.0339,0.00173,2.85e-05,0.1,0.468,115.982,audio_features,5CSKbHjpqborGnlzagyaDo,spotify:track:5CSKbHjpqborGnlzagyaDo,https://api.spotify.com/v1/tracks/5CSKbHjpqborGnlzagyaDo,https://api.spotify.com/v1/audio-analysis/5CSKbHjpqborGnlzagyaDo,258004,4,0,1,1,1,all_popular
76,MEDUZA,Bad Memories (feat. Elley Duhé & FAST BOY),Bad Memories (feat. Elley Duhé & FAST BOY),2022-07-22,73,77,"['edm', 'pop', 'pop dance', 'pop house', 'tropical house']",0.607,0.767,5,-6.069,0,0.0474,0.118,0.0,0.122,0.662,123.998,audio_features,3rb0tMq42WfggucPm0HHkA,spotify:track:3rb0tMq42WfggucPm0HHkA,https://api.spotify.com/v1/tracks/3rb0tMq42WfggucPm0HHkA,https://api.spotify.com/v1/audio-analysis/3rb0tMq42WfggucPm0HHkA,148629,3,0,1,1,1,all_popular
77,Ava Max,Maybe You’re The Problem,Maybe You’re The Problem,2022-04-28,79,81,"['dance pop', 'pop']",0.53,0.835,9,-3.69,1,0.11,0.0453,0.0,0.0637,0.471,166.02,audio_features,0sb8ClU3CLoNblxkpmOKzA,spotify:track:0sb8ClU3CLoNblxkpmOKzA,https://api.spotify.com/v1/tracks/0sb8ClU3CLoNblxkpmOKzA,https://api.spotify.com/v1/audio-analysis/0sb8ClU3CLoNblxkpmOKzA,190319,4,0,1,0,1,all_popular
78,Tove Lo,2 Die 4,2 Die 4,2022-07-27,74,75,"['dance pop', 'electropop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop', 'uk pop']",0.816,0.8,10,-5.705,0,0.0733,0.0283,6.03e-05,0.129,0.534,118.014,audio_features,3QK2bbLCTGoFXFt64e5TBY,spotify:track:3QK2bbLCTGoFXFt64e5TBY,https://api.spotify.com/v1/tracks/3QK2bbLCTGoFXFt64e5TBY,https://api.spotify.com/v1/audio-analysis/3QK2bbLCTGoFXFt64e5TBY,185875,4,0,0,0,1,all_popular
79,ROSALÍA,DESPECHÁ,DESPECHÁ,2022-07-28,82,91,['r&b en espanol'],0.919,0.623,7,-6.521,1,0.0992,0.184,1.63e-05,0.0609,0.775,130.037,audio_features,5ildQOEKmJuWGl2vRkFdYc,spotify:track:5ildQOEKmJuWGl2vRkFdYc,https://api.spotify.com/v1/tracks/5ildQOEKmJuWGl2vRkFdYc,https://api.spotify.com/v1/audio-analysis/5ildQOEKmJuWGl2vRkFdYc,157018,4,0,0,1,1,all_popular
80,Lost Frequencies,Questions,Questions,2022-06-03,77,78,"['belgian edm', 'edm', 'pop', 'pop dance', 'tropical house']",0.599,0.713,11,-7.008,1,0.0542,0.405,2.53e-05,0.266,0.518,123.962,audio_features,1cgy2FSOQMbq7DHCVgMAUA,spotify:track:1cgy2FSOQMbq7DHCVgMAUA,https://api.spotify.com/v1/tracks/1cgy2FSOQMbq7DHCVgMAUA,https://api.spotify.com/v1/audio-analysis/1cgy2FSOQMbq7DHCVgMAUA,177157,4,0,1,1,1,all_popular
81,Jason Derulo,Acapulco,Acapulco,2021-09-03,80,82,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",0.774,0.792,10,-4.021,1,0.0523,0.051,0.0,0.155,0.507,122.062,audio_features,3eJH2nAjvNXdmPfBkALiPZ,spotify:track:3eJH2nAjvNXdmPfBkALiPZ,https://api.spotify.com/v1/tracks/3eJH2nAjvNXdmPfBkALiPZ,https://api.spotify.com/v1/audio-analysis/3eJH2nAjvNXdmPfBkALiPZ,139672,4,0,0,0,1,all_popular
82,Russ,Are You Entertained (feat. Ed Sheeran),Are You Entertained (feat. Ed Sheeran),2022-07-22,77,82,"['hawaiian hip hop', 'rap']",0.587,0.61,10,-6.881,0,0.234,0.0402,0.0,0.167,0.556,130.063,audio_features,5bLGQqcpsz5ISWeihZfJnR,spotify:track:5bLGQqcpsz5ISWeihZfJnR,https://api.spotify.com/v1/tracks/5bLGQqcpsz5ISWeihZfJnR,https://api.spotify.com/v1/audio-analysis/5bLGQqcpsz5ISWeihZfJnR,156083,4,0,1,1,1,all_popular
83,Ellie Goulding,Easy Lover (feat. Big Sean),Easy Lover (feat. Big Sean),2022-07-15,77,74,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']",0.675,0.817,5,-3.789,0,0.0497,0.00711,0.0,0.0839,0.446,105.964,audio_features,3nwd2gUT7l10HDUAOKXrhs,spotify:track:3nwd2gUT7l10HDUAOKXrhs,https://api.spotify.com/v1/tracks/3nwd2gUT7l10HDUAOKXrhs,https://api.spotify.com/v1/audio-analysis/3nwd2gUT7l10HDUAOKXrhs,215938,4,0,1,0,1,all_popular
84,Marshmello,American Psycho (with Mae Muller feat. Trippie Redd),American Psycho (with Mae Muller feat. Trippie Redd),2022-07-29,82,72,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",0.617,0.514,9,-7.099,1,0.0722,0.0154,0.0,0.118,0.365,81.067,audio_features,32il27dOrLpIru8Evp4Pu7,spotify:track:32il27dOrLpIru8Evp4Pu7,https://api.spotify.com/v1/tracks/32il27dOrLpIru8Evp4Pu7,https://api.spotify.com/v1/audio-analysis/32il27dOrLpIru8Evp4Pu7,153196,4,0,1,1,1,all_popular
85,Rema,Calm Down,Rave & Roses,2022-03-24,72,77,['nigerian pop'],0.814,0.789,11,-6.29,1,0.0405,0.365,0.000502,0.137,0.842,107.003,audio_features,3BnDvpeuGOj21Ir2aVEtQo,spotify:track:3BnDvpeuGOj21Ir2aVEtQo,https://api.spotify.com/v1/tracks/3BnDvpeuGOj21Ir2aVEtQo,https://api.spotify.com/v1/audio-analysis/3BnDvpeuGOj21Ir2aVEtQo,219669,4,1,0,0,0,all_popular
86,Ed Sheeran,2step (feat. Lil Baby),2step (feat. Lil Baby),2022-04-22,90,81,"['pop', 'uk pop']",0.693,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,audio_features,2UN0lp72LAusrXi8LLVomt,spotify:track:2UN0lp72LAusrXi8LLVomt,https://api.spotify.com/v1/tracks/2UN0lp72LAusrXi8LLVomt,https://api.spotify.com/v1/audio-analysis/2UN0lp72LAusrXi8LLVomt,163450,4,0,1,1,1,all_popular
87,OneRepublic,I Ain't Worried,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",2022-05-13,83,93,"['dance pop', 'piano rock', 'pop', 'pop rock']",0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,audio_features,4h9wh7iOZ0GGn8QVp4RAOB,spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,https://api.spotify.com/v1/tracks/4h9wh7iOZ0GGn8QVp4RAOB,https://api.spotify.com/v1/audio-analysis/4h9wh7iOZ0GGn8QVp4RAOB,148486,4,1,0,0,0,all_popular
88,Beyoncé,CHURCH GIRL,RENAISSANCE,2022-07-29,88,81,"['dance pop', 'pop', 'r&b']",0.792,0.919,2,-5.688,1,0.276,0.0381,5.1e-06,0.368,0.22,92.028,audio_features,2mqTtvbKxH7SoEQ2oGAnsA,spotify:track:2mqTtvbKxH7SoEQ2oGAnsA,https://api.spotify.com/v1/tracks/2mqTtvbKxH7SoEQ2oGAnsA,https://api.spotify.com/v1/audio-analysis/2mqTtvbKxH7SoEQ2oGAnsA,224473,4,0,0,0,1,all_popular
89,Jax Jones,Where Did You Go? (feat. MNEK),Where Did You Go (feat. MNEK),2022-02-04,75,86,"['dance pop', 'edm', 'house', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk dance', 'uk pop']",0.763,0.782,7,-4.541,0,0.0346,0.182,7.08e-06,0.293,0.502,127.034,audio_features,3sa06xVNmLLYIxdNNmVQN8,spotify:track:3sa06xVNmLLYIxdNNmVQN8,https://api.spotify.com/v1/tracks/3sa06xVNmLLYIxdNNmVQN8,https://api.spotify.com/v1/audio-analysis/3sa06xVNmLLYIxdNNmVQN8,177689,4,0,0,1,1,all_popular
90,Alesso,When I’m Gone (with Katy Perry),When I’m Gone (with Katy Perry),2021-12-29,76,81,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",0.685,0.886,0,-4.179,1,0.034,0.028,0.0,0.481,0.615,125.034,audio_features,5902W4uHWzhtOff1UK7the,spotify:track:5902W4uHWzhtOff1UK7the,https://api.spotify.com/v1/tracks/5902W4uHWzhtOff1UK7the,https://api.spotify.com/v1/audio-analysis/5902W4uHWzhtOff1UK7the,161267,4,0,1,0,1,all_popular
91,Faouzia,"RIP, Love","RIP, Love",2022-03-30,64,72,"['alt z', 'canadian pop', 'dance pop', 'pop', 'post-teen pop']",0.595,0.583,2,-7.915,0,0.0346,0.00641,2.85e-06,0.325,0.422,100.018,audio_features,3sYZo4HrHX8tkul5FhUpVo,spotify:track:3sYZo4HrHX8tkul5FhUpVo,https://api.spotify.com/v1/tracks/3sYZo4HrHX8tkul5FhUpVo,https://api.spotify.com/v1/audio-analysis/3sYZo4HrHX8tkul5FhUpVo,173942,4,0,1,1,1,all_popular
92,Charlie Puth,Left and Right (Feat. Jung Kook of BTS),Left and Right (Feat. Jung Kook of BTS),2022-06-24,83,94,"['dance pop', 'pop', 'viral pop']",0.881,0.592,2,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,audio_features,0mBP9X2gPCuapvpZ7TGDk3,spotify:track:0mBP9X2gPCuapvpZ7TGDk3,https://api.spotify.com/v1/tracks/0mBP9X2gPCuapvpZ7TGDk3,https://api.spotify.com/v1/audio-analysis/0mBP9X2gPCuapvpZ7TGDk3,154487,4,0,0,1,1,all_popular
93,Harry Styles,As It Was,As It Was,2022-03-31,92,97,['pop'],0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,audio_features,4LRPiXqCikLlN15c3yImP7,spotify:track:4LRPiXqCikLlN15c3yImP7,https://api.spotify.com/v1/tracks/4LRPiXqCikLlN15c3yImP7,https://api.spotify.com/v1/audio-analysis/4LRPiXqCikLlN15c3yImP7,167303,4,0,1,1,1,all_popular
94,Gabry Ponte,Thunder,Thunder,2021-05-07,73,81,"['edm', 'eurodance', 'italo dance', 'pop dance', 'slap house']",0.67,0.896,1,-4.673,1,0.058,0.0342,3.21e-05,0.344,0.403,101.216,audio_features,2USlegnFJLrVLpoVfPimKB,spotify:track:2USlegnFJLrVLpoVfPimKB,https://api.spotify.com/v1/tracks/2USlegnFJLrVLpoVfPimKB,https://api.spotify.com/v1/audio-analysis/2USlegnFJLrVLpoVfPimKB,160000,3,0,1,0,1,all_popular
95,Sigala,Stay the Night,Stay the Night,2022-05-20,73,79,"['dance pop', 'edm', 'house', 'pop', 'pop dance', 'tropical house', 'uk pop']",0.636,0.936,7,-2.65,0,0.0729,0.177,0.0,0.0879,0.415,124.034,audio_features,4qtdkdTY1t3RmlmSbWykzR,spotify:track:4qtdkdTY1t3RmlmSbWykzR,https://api.spotify.com/v1/tracks/4qtdkdTY1t3RmlmSbWykzR,https://api.spotify.com/v1/audio-analysis/4qtdkdTY1t3RmlmSbWykzR,171955,4,0,1,0,1,all_popular
96,Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52","Quevedo: Bzrp Music Sessions, Vol. 52",2022-07-06,87,100,"['argentine hip hop', 'pop venezolano', 'trap argentino']",0.621,0.782,2,-5.548,1,0.044,0.0125,0.033,0.23,0.55,128.033,audio_features,2tTmW7RDtMQtBk7m2rYeSw,spotify:track:2tTmW7RDtMQtBk7m2rYeSw,https://api.spotify.com/v1/tracks/2tTmW7RDtMQtBk7m2rYeSw,https://api.spotify.com/v1/audio-analysis/2tTmW7RDtMQtBk7m2rYeSw,198938,4,0,1,1,1,all_popular
97,Kygo,Never Really Loved Me (with Dean Lewis),Never Really Loved Me (with Dean Lewis),2022-07-01,80,78,"['edm', 'pop', 'pop dance', 'tropical house']",0.614,0.642,1,-5.473,1,0.0449,0.289,0.0,0.13,0.218,117.94,audio_features,1O73ZKgl0THUImkHW6dfAL,spotify:track:1O73ZKgl0THUImkHW6dfAL,https://api.spotify.com/v1/tracks/1O73ZKgl0THUImkHW6dfAL,https://api.spotify.com/v1/audio-analysis/1O73ZKgl0THUImkHW6dfAL,202158,4,0,1,1,1,all_popular
98,Bad Bunny,Me Porto Bonito,Un Verano Sin Ti,2022-05-06,100,99,"['latin', 'reggaeton', 'trap latino']",0.911,0.712,1,-5.105,0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,audio_features,6Sq7ltF9Qa7SNFBsV5Cogx,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,https://api.spotify.com/v1/tracks/6Sq7ltF9Qa7SNFBsV5Cogx,https://api.spotify.com/v1/audio-analysis/6Sq7ltF9Qa7SNFBsV5Cogx,178567,4,0,0,1,1,all_popular
99,Lady Gaga,Hold My Hand,"Hold My Hand (Music From The Motion Picture ""Top Gun: Maverick"")",2022-05-03,84,85,"['art pop', 'dance pop', 'pop']",0.519,0.617,7,-4.287,1,0.0313,0.0387,0.0,0.401,0.222,147.708,audio_features,0oWraSo5ASJ0h1BEagTyEw,spotify:track:0oWraSo5ASJ0h1BEagTyEw,https://api.spotify.com/v1/tracks/0oWraSo5ASJ0h1BEagTyEw,https://api.spotify.com/v1/audio-analysis/0oWraSo5ASJ0h1BEagTyEw,225300,3,0,1,1,1,all_popular
100,Nicky Youre,Sunroof,Sunroof,2021-12-03,73,91,[],0.768,0.714,10,-5.11,1,0.0401,0.352,0.0,0.15,0.842,131.443,audio_features,4h4QlmocP3IuwYEj2j14p8,spotify:track:4h4QlmocP3IuwYEj2j14p8,https://api.spotify.com/v1/tracks/4h4QlmocP3IuwYEj2j14p8,https://api.spotify.com/v1/audio-analysis/4h4QlmocP3IuwYEj2j14p8,163026,4,0,0,1,0,all_popular
101,Måneskin,SUPERMODEL,SUPERMODEL,2022-05-13,78,86,"['indie rock italiano', 'italian pop']",0.636,0.876,7,-3.413,1,0.0555,0.00164,0.0,0.117,0.799,120.983,audio_features,63WuQOXohQIxOxIFA2K7bR,spotify:track:63WuQOXohQIxOxIFA2K7bR,https://api.spotify.com/v1/tracks/63WuQOXohQIxOxIFA2K7bR,https://api.spotify.com/v1/audio-analysis/63WuQOXohQIxOxIFA2K7bR,148064,4,0,1,0,0,all_popular
102,Lizzo,2 Be Loved (Am I Ready),Special,2022-07-15,81,79,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']",0.721,0.769,7,-4.111,1,0.105,0.0922,0.0,0.0817,0.915,155.932,audio_features,2rmwqU7yzTvzkiaRV53DpT,spotify:track:2rmwqU7yzTvzkiaRV53DpT,https://api.spotify.com/v1/tracks/2rmwqU7yzTvzkiaRV53DpT,https://api.spotify.com/v1/audio-analysis/2rmwqU7yzTvzkiaRV53DpT,187108,4,0,0,1,0,all_popular
